,NOC,Gold,Silver,Bronze,Total,Year,Past_Gold,Past_Silver,Past_Bronze,Past_Total,Events_Count,Sports_Count,isHoster
572,BRA,2,0,2,4,1980,0.0,0.0,2.0,2.0,149.0,149.0,0.0
573,ETH,2,0,2,4,1980,0.0,0.0,2.0,2.0,48.0,48.0,0.0
574,SUI,2,0,0,2,1980,1.0,1.0,2.0,4.0,86.0,86.0,0.0
575,ESP,1,3,2,6,1980,0.0,2.0,0.0,2.0,211.0,211.0,0.0
576,AUT,1,2,1,4,1980,0.0,0.0,1.0,1.0,92.0,92.0,0.0
577,GRE,1,0,2,3,1980,0.0,2.0,0.0,2.0,45.0,45.0,0.0
578,BEL,1,0,0,1,1980,0.0,3.0,3.0,6.0,84.0,84.0,0.0
579,IND,1,0,0,1,1980,0.0,0.0,1.0,1.0,78.0,78.0,0.0
580,ZIM,1,0,0,1,1980,nan,nan,nan,nan,52.0,52.0,0.0
581,PRK,0,3,2,5,1980,1.0,1.0,0.0,2.0,121.0,121.0,0.0
582,MGL,0,2,2,4,1980,0.0,1.0,0.0,1.0,57.0,57.0,0.0
583,TAN,0,2,0,2,1980,nan,nan,nan,nan,48.0,48.0,0.0
584,MEX,0,1,3,4,1980,1.0,0.0,1.0,2.0,74.0,74.0,0.0
585,NED,0,1,2,3,1980,0.0,2.0,3.0,5.0,112.0,112.0,0.0
586,IRL,0,1,1,2,1980,0.0,0.0,1.0,1.0,57.0,57.0,0.0
587,UGA,0,1,0,1,1980,1.0,1.0,0.0,2.0,16.0,16.0,0.0
588,VEN,0,1,0,1,1980,0.0,1.0,0.0,1.0,43.0,43.0,0.0
589,JAM,0,0,3,3,1980,1.0,1.0,0.0,2.0,32.0,32.0,0.0
590,GUY,0,0,1,1,1980,nan,nan,nan,nan,10.0,10.0,0.0
591,LBN,0,0,1,1,1980,0.0,1.0,0.0,1.0,nan,nan,0.0
592,USA,83,61,30,174,1984,34.0,35.0,25.0,94.0,693.0,693.0,0.0
593,ROU,20,16,17,53,1984,6.0,6.0,13.0,25.0,193.0,193.0,0.0
594,FRG,17,19,23,59,1984,10.0,12.0,17.0,39.0,571.0,571.0,0.0
595,CHN,15,8,9,32,1984,nan,nan,nan,nan,323.0,323.0,0.0
596,ITA,14,6,12,32,1984,8.0,3.0,4.0,15.0,368.0,368.0,0.0
597,CAN,10,18,16,44,1984,0.0,5.0,6.0,11.0,572.0,572.0,0.0
598,JPN,10,8,14,32,1984,9.0,6.0,10.0,25.0,365.0,365.0,0.0
599,NZL,8,1,2,11,1984,2.0,1.0,1.0,4.0,162.0,162.0,0.0
600,YUG,7,4,7,18,1984,2.0,3.0,4.0,9.0,154.0,154.0,0.0
601,KOR,6,6,7,19,1984,1.0,1.0,4.0,6.0,240.0,240.0,0.0
602,GBR,5,11,21,37,1984,5.0,7.0,9.0,21.0,509.0,509.0,0.0
603,FRA,5,7,16,28,1984,6.0,5.0,3.0,14.0,354.0,354.0,0.0
604,NED,5,2,6,13,1984,0.0,1.0,2.0,3.0,185.0,185.0,0.0
605,AUS,4,8,12,24,1984,2.0,2.0,5.0,9.0,337.0,337.0,0.0
606,FIN,4,2,6,12,1984,3.0,1.0,4.0,8.0,107.0,107.0,0.0
607,SWE,2,11,6,19,1984,3.0,3.0,6.0,12.0,254.0,254.0,0.0
608,MEX,2,3,1,6,1984,0.0,1.0,3.0,4.0,155.0,155.0,0.0
609,MAR,2,0,0,2,1984,0.0,1.0,0.0,1.0,35.0,35.0,0.0
610,BRA,1,5,2,8,1984,2.0,0.0,2.0,4.0,197.0,197.0,0.0
611,ESP,1,2,2,5,1984,1.0,3.0,2.0,6.0,257.0,257.0,0.0
612,BEL,1,1,2,4,1984,1.0,0.0,0.0,1.0,86.0,86.0,0.0
613,AUT,1,1,1,3,1984,1.0,2.0,1.0,4.0,130.0,130.0,0.0
614,KEN,1,0,2,3,1984,2.0,3.0,4.0,9.0,67.0,67.0,0.0
615,POR,1,0,2,3,1984,0.0,2.0,0.0,2.0,48.0,48.0,0.0
616,PAK,1,0,0,1,1984,0.0,0.0,1.0,1.0,33.0,33.0,0.0
617,SUI,0,4,4,8,1984,2.0,0.0,0.0,2.0,245.0,245.0,0.0
618,DEN,0,3,3,6,1984,2.0,1.0,2.0,5.0,74.0,74.0,0.0
619,JAM,0,1,2,3,1984,0.0,0.0,3.0,3.0,75.0,75.0,0.0
620,NOR,0,1,2,3,1984,1.0,1.0,0.0,2.0,132.0,132.0,0.0
621,GRE,0,1,1,2,1984,1.0,0.0,2.0,3.0,73.0,73.0,0.0
622,NGR,0,1,1,2,1984,0.0,0.0,1.0,1.0,36.0,36.0,0.0
623,PUR,0,1,1,2,1984,0.0,0.0,1.0,1.0,58.0,58.0,0.0
624,CIV,0,1,0,1,1984,nan,nan,nan,nan,18.0,18.0,0.0
625,COL,0,1,0,1,1984,0.0,1.0,2.0,3.0,48.0,48.0,0.0
626,EGY,0,1,0,1,1984,0.0,1.0,1.0,2.0,148.0,148.0,0.0
627,IRL,0,1,0,1,1984,0.0,1.0,1.0,2.0,55.0,55.0,0.0
628,PER,0,1,0,1,1984,1.0,0.0,0.0,1.0,44.0,44.0,0.0
629,SYR,0,1,0,1,1984,nan,nan,nan,nan,9.0,9.0,0.0
630,THA,0,1,0,1,1984,0.0,0.0,1.0,1.0,40.0,40.0,0.0
631,TUR,0,0,3,3,1984,0.0,1.0,0.0,1.0,62.0,62.0,0.0
632,VEN,0,0,3,3,1984,0.0,1.0,0.0,1.0,44.0,44.0,0.0
633,ALG,0,0,2,2,1984,nan,nan,nan,nan,33.0,33.0,0.0
634,CMR,0,0,1,1,1984,0.0,1.0,0.0,1.0,56.0,56.0,0.0
635,DOM,0,0,1,1,1984,nan,nan,nan,nan,24.0,24.0,0.0
636,ISL,0,0,1,1,1984,0.0,1.0,0.0,1.0,35.0,35.0,0.0
637,TPE,0,0,1,1,1984,0.0,0.0,1.0,1.0,52.0,52.0,0.0
638,ZAM,0,0,1,1,1984,nan,nan,nan,nan,18.0,18.0,0.0
639,URS,55,31,46,132,1988,80.0,69.0,46.0,195.0,647.0,647.0,0.0
640,GDR,37,35,30,102,1988,47.0,37.0,42.0,126.0,402.0,402.0,0.0
641,USA,36,31,27,94,1988,83.0,61.0,30.0,174.0,715.0,715.0,0.0
642,KOR,12,10,11,33,1988,6.0,6.0,7.0,19.0,551.0,551.0,0.0
643,FRG,11,14,15,40,1988,17.0,19.0,23.0,59.0,516.0,516.0,0.0
644,HUN,11,6,6,23,1988,7.0,10.0,15.0,32.0,315.0,315.0,0.0
645,BUL,10,12,13,35,1988,8.0,16.0,17.0,41.0,281.0,281.0,0.0
646,ROU,7,11,6,24,1988,20.0,16.0,17.0,53.0,172.0,172.0,0.0
647,FRA,6,4,6,16,1988,5.0,7.0,16.0,28.0,413.0,413.0,0.0
648,ITA,6,4,4,14,1988,14.0,6.0,12.0,32.0,374.0,374.0,0.0
649,CHN,5,11,12,28,1988,15.0,8.0,9.0,32.0,427.0,427.0,0.0
650,GBR,5,10,9,24,1988,5.0,11.0,21.0,37.0,472.0,472.0,0.0
651,KEN,5,2,2,9,1988,1.0,0.0,2.0,3.0,88.0,88.0,0.0
652,JPN,4,3,7,14,1988,10.0,8.0,14.0,32.0,412.0,412.0,0.0
653,AUS,3,6,5,14,1988,4.0,8.0,12.0,24.0,339.0,339.0,0.0
654,YUG,3,4,5,12,1988,7.0,4.0,7.0,18.0,183.0,183.0,0.0
655,TCH,3,3,2,8,1988,2.0,3.0,9.0,14.0,226.0,226.0,0.0
656,NZL,3,2,8,13,1988,8.0,1.0,2.0,11.0,112.0,112.0,0.0
657,CAN,3,2,5,10,1988,10.0,18.0,16.0,44.0,503.0,503.0,0.0
658,POL,2,5,9,16,1988,3.0,14.0,15.0,32.0,192.0,192.0,0.0
659,NOR,2,3,0,5,1988,0.0,1.0,2.0,3.0,79.0,79.0,0.0
660,NED,2,2,5,9,1988,5.0,2.0,6.0,13.0,202.0,202.0,0.0
661,DEN,2,1,1,4,1988,0.0,3.0,3.0,6.0,130.0,130.0,0.0
662,BRA,1,2,3,6,1988,1.0,5.0,2.0,8.0,233.0,233.0,0.0
663,ESP,1,1,2,4,1988,1.0,2.0,2.0,5.0,317.0,317.0,0.0
664,FIN,1,1,2,4,1988,4.0,2.0,6.0,12.0,101.0,101.0,0.0
665,TUR,1,1,0,2,1988,0.0,0.0,3.0,3.0,51.0,51.0,0.0
666,MAR,1,0,2,3,1988,2.0,0.0,0.0,2.0,29.0,29.0,0.0
667,AUT,1,0,0,1,1988,1.0,1.0,1.0,3.0,96.0,96.0,0.0
668,POR,1,0,0,1,1988,1.0,0.0,2.0,3.0,91.0,91.0,0.0
669,SUR,1,0,0,1,1988,nan,nan,nan,nan,10.0,10.0,0.0
670,SWE,0,4,7,11,1988,2.0,11.0,6.0,19.0,251.0,251.0,0.0
671,SUI,0,2,2,4,1988,0.0,4.0,4.0,8.0,151.0,151.0,0.0
672,JAM,0,2,0,2,1988,0.0,1.0,2.0,3.0,49.0,49.0,0.0
673,ARG,0,1,1,2,1988,0.0,1.0,0.0,1.0,134.0,134.0,0.0
674,AHO,0,1,0,1,1988,nan,nan,nan,nan,4.0,4.0,0.0
675,CHI,0,1,0,1,1988,0.0,2.0,2.0,4.0,23.0,23.0,0.0
676,CRC,0,1,0,1,1988,nan,nan,nan,nan,33.0,33.0,0.0
677,INA,0,1,0,1,1988,nan,nan,nan,nan,43.0,43.0,0.0
678,IRI,0,1,0,1,1988,0.0,1.0,1.0,2.0,26.0,26.0,0.0
679,ISV,0,1,0,1,1988,nan,nan,nan,nan,46.0,46.0,0.0
680,PER,0,1,0,1,1988,0.0,1.0,0.0,1.0,26.0,26.0,0.0
681,SEN,0,1,0,1,1988,nan,nan,nan,nan,35.0,35.0,0.0
682,BEL,0,0,2,2,1988,1.0,1.0,2.0,4.0,85.0,85.0,0.0
683,MEX,0,0,2,2,1988,2.0,3.0,1.0,6.0,144.0,144.0,0.0
684,COL,0,0,1,1,1988,0.0,1.0,0.0,1.0,57.0,57.0,0.0
685,DJI,0,0,1,1,1988,nan,nan,nan,nan,6.0,6.0,0.0
686,GRE,0,0,1,1,1988,0.0,1.0,1.0,2.0,72.0,72.0,0.0
687,MGL,0,0,1,1,1988,0.0,2.0,2.0,4.0,32.0,32.0,0.0
688,PAK,0,0,1,1,1988,1.0,0.0,0.0,1.0,33.0,33.0,0.0
689,PHI,0,0,1,1,1988,0.0,1.0,0.0,1.0,42.0,42.0,0.0
690,THA,0,0,1,1,1988,0.0,1.0,0.0,1.0,15.0,15.0,0.0
691,EUN,45,38,29,112,1992,nan,nan,nan,nan,650.0,650.0,0.0
692,USA,37,34,37,108,1992,36.0,31.0,27.0,94.0,734.0,734.0,0.0
693,GER,33,21,28,82,1992,10.0,22.0,18.0,50.0,653.0,653.0,0.0
694,CHN,16,22,16,54,1992,5.0,11.0,12.0,28.0,394.0,394.0,0.0
695,CUB,14,6,11,31,1992,8.0,7.0,5.0,20.0,196.0,196.0,0.0
696,ESP,13,7,2,22,1992,1.0,1.0,2.0,4.0,537.0,537.0,0.0
697,KOR,12,5,12,29,1992,12.0,10.0,11.0,33.0,322.0,322.0,0.0
698,HUN,11,12,7,30,1992,11.0,6.0,6.0,23.0,351.0,351.0,0.0
699,FRA,8,5,16,29,1992,6.0,4.0,6.0,16.0,486.0,486.0,0.0
700,AUS,7,9,11,27,1992,3.0,6.0,5.0,14.0,390.0,390.0,0.0
701,CAN,7,4,7,18,1992,3.0,2.0,5.0,10.0,445.0,445.0,0.0
702,ITA,6,5,8,19,1992,6.0,4.0,4.0,14.0,431.0,431.0,0.0
703,GBR,5,3,12,20,1992,5.0,10.0,9.0,24.0,512.0,512.0,0.0
704,ROU,4,6,8,18,1992,7.0,11.0,6.0,24.0,306.0,306.0,0.0
705,TCH,4,2,1,7,1992,3.0,3.0,2.0,8.0,269.0,269.0,0.0
706,PRK,4,0,5,9,1992,0.0,3.0,2.0,5.0,123.0,123.0,0.0
707,JPN,3,8,11,22,1992,4.0,3.0,7.0,14.0,392.0,392.0,0.0
708,BUL,3,7,6,16,1992,10.0,12.0,13.0,35.0,236.0,236.0,0.0
709,POL,3,6,10,19,1992,2.0,5.0,9.0,16.0,263.0,263.0,0.0
710,NED,2,6,7,15,1992,2.0,2.0,5.0,9.0,257.0,257.0,0.0
711,KEN,2,4,2,8,1992,5.0,2.0,2.0,9.0,55.0,55.0,0.0
712,NOR,2,4,1,7,1992,2.0,3.0,0.0,5.0,114.0,114.0,0.0
713,TUR,2,2,2,6,1992,1.0,1.0,0.0,2.0,54.0,54.0,0.0
714,INA,2,2,1,5,1992,0.0,1.0,0.0,1.0,51.0,51.0,0.0
715,BRA,2,1,0,3,1992,1.0,2.0,3.0,6.0,233.0,233.0,0.0
716,GRE,2,0,0,2,1992,0.0,0.0,1.0,1.0,76.0,76.0,0.0
717,SWE,1,7,4,12,1992,0.0,4.0,7.0,11.0,252.0,252.0,0.0
718,NZL,1,4,5,10,1992,3.0,2.0,8.0,13.0,175.0,175.0,0.0
719,FIN,1,2,2,5,1992,1.0,1.0,2.0,4.0,130.0,130.0,0.0
720,DEN,1,1,4,6,1992,2.0,1.0,1.0,4.0,144.0,144.0,0.0
721,MAR,1,1,1,3,1992,1.0,0.0,2.0,3.0,45.0,45.0,0.0
722,IRL,1,1,0,2,1992,0.0,1.0,0.0,1.0,77.0,77.0,0.0
723,ETH,1,0,2,3,1992,2.0,0.0,2.0,4.0,24.0,24.0,0.0
724,ALG,1,0,1,2,1992,0.0,0.0,2.0,2.0,36.0,36.0,0.0
725,EST,1,0,1,2,1992,2.0,2.0,3.0,7.0,46.0,46.0,0.0
726,LTU,1,0,1,2,1992,nan,nan,nan,nan,54.0,54.0,0.0
727,SUI,1,0,0,1,1992,0.0,2.0,2.0,4.0,171.0,171.0,0.0
728,JAM,0,3,1,4,1992,0.0,2.0,0.0,2.0,51.0,51.0,0.0
729,NGR,0,3,1,4,1992,0.0,1.0,1.0,2.0,72.0,72.0,0.0
730,LAT,0,2,1,3,1992,0.0,1.0,1.0,2.0,40.0,40.0,0.0
731,AUT,0,2,0,2,1992,1.0,0.0,0.0,1.0,127.0,127.0,0.0
732,NAM,0,2,0,2,1992,nan,nan,nan,nan,10.0,10.0,0.0
733,RSA,0,2,0,2,1992,0.0,1.0,2.0,3.0,141.0,141.0,0.0
734,BEL,0,1,2,3,1992,0.0,0.0,2.0,2.0,103.0,103.0,0.0
735,CRO,0,1,2,3,1992,nan,nan,nan,nan,46.0,46.0,0.0
736,IRI,0,1,2,3,1992,0.0,1.0,0.0,1.0,44.0,44.0,0.0
737,ISR,0,1,1,2,1992,nan,nan,nan,nan,44.0,44.0,0.0
738,MEX,0,1,0,1,1992,0.0,0.0,2.0,2.0,140.0,140.0,0.0
739,PER,0,1,0,1,1992,0.0,1.0,0.0,1.0,21.0,21.0,0.0
740,TPE,0,1,0,1,1992,0.0,0.0,1.0,1.0,38.0,38.0,0.0
741,MGL,0,0,2,2,1992,0.0,0.0,1.0,1.0,38.0,38.0,0.0
742,SLO,0,0,2,2,1992,nan,nan,nan,nan,47.0,47.0,0.0
743,ARG,0,0,1,1,1992,0.0,1.0,1.0,2.0,111.0,111.0,0.0
744,BAH,0,0,1,1,1992,1.0,0.0,0.0,1.0,18.0,18.0,0.0
745,COL,0,0,1,1,1992,0.0,0.0,1.0,1.0,61.0,61.0,0.0
746,GHA,0,0,1,1,1992,0.0,0.0,1.0,1.0,41.0,41.0,0.0
747,MAS,0,0,1,1,1992,nan,nan,nan,nan,30.0,30.0,0.0
748,PAK,0,0,1,1,1992,0.0,0.0,1.0,1.0,28.0,28.0,0.0
749,PHI,0,0,1,1,1992,0.0,0.0,1.0,1.0,38.0,38.0,0.0
750,PUR,0,0,1,1,1992,0.0,1.0,1.0,2.0,101.0,101.0,0.0
751,QAT,0,0,1,1,1992,nan,nan,nan,nan,30.0,30.0,0.0
752,SUR,0,0,1,1,1992,1.0,0.0,0.0,1.0,9.0,9.0,0.0
753,THA,0,0,1,1,1992,0.0,0.0,1.0,1.0,64.0,64.0,0.0
754,USA,44,32,25,101,1996,37.0,34.0,37.0,108.0,839.0,839.0,0.0
755,RUS,26,21,16,63,1996,0.0,2.0,3.0,5.0,552.0,552.0,0.0
756,GER,20,18,27,65,1996,33.0,21.0,28.0,82.0,626.0,626.0,0.0
757,CHN,16,22,12,50,1996,16.0,22.0,16.0,54.0,438.0,438.0,0.0
758,FRA,15,7,15,37,1996,8.0,5.0,16.0,29.0,453.0,453.0,0.0
759,ITA,13,10,12,35,1996,6.0,5.0,8.0,19.0,460.0,460.0,0.0
760,AUS,9,9,23,41,1996,7.0,9.0,11.0,27.0,550.0,550.0,0.0
761,CUB,9,8,8,25,1996,14.0,6.0,11.0,31.0,178.0,178.0,0.0
762,UKR,9,2,12,23,1996,nan,nan,nan,nan,351.0,351.0,0.0
763,KOR,7,15,5,27,1996,12.0,5.0,12.0,29.0,417.0,417.0,0.0
764,POL,7,5,5,17,1996,3.0,6.0,10.0,19.0,207.0,207.0,0.0
765,HUN,7,4,10,21,1996,11.0,12.0,7.0,30.0,315.0,315.0,0.0
766,ESP,5,6,6,17,1996,13.0,7.0,2.0,22.0,384.0,384.0,0.0
767,ROU,4,7,9,20,1996,4.0,6.0,8.0,18.0,284.0,284.0,0.0
768,NED,4,5,10,19,1996,2.0,6.0,7.0,15.0,290.0,290.0,0.0
769,GRE,4,4,0,8,1996,2.0,0.0,0.0,2.0,180.0,180.0,0.0
770,CZE,4,3,4,11,1996,nan,nan,nan,nan,169.0,169.0,0.0
771,SUI,4,3,0,7,1996,1.0,0.0,0.0,1.0,172.0,172.0,0.0
772,DEN,4,1,1,6,1996,1.0,1.0,4.0,6.0,145.0,145.0,0.0
773,TUR,4,1,1,6,1996,2.0,2.0,2.0,6.0,61.0,61.0,0.0
774,CAN,3,11,8,22,1996,7.0,4.0,7.0,18.0,408.0,408.0,0.0
775,BUL,3,7,5,15,1996,3.0,7.0,6.0,16.0,181.0,181.0,0.0
776,JPN,3,6,5,14,1996,3.0,8.0,11.0,22.0,448.0,448.0,0.0
777,KAZ,3,4,4,11,1996,nan,nan,nan,nan,142.0,142.0,0.0
778,BRA,3,3,9,15,1996,2.0,1.0,0.0,3.0,251.0,251.0,0.0
779,NZL,3,2,1,6,1996,1.0,4.0,5.0,10.0,129.0,129.0,0.0
780,RSA,3,1,1,5,1996,0.0,2.0,0.0,2.0,111.0,111.0,0.0
781,IRL,3,0,1,4,1996,1.0,1.0,0.0,2.0,99.0,99.0,0.0
782,SWE,2,4,2,8,1996,1.0,7.0,4.0,12.0,233.0,233.0,0.0
783,NOR,2,2,3,7,1996,2.0,4.0,1.0,7.0,116.0,116.0,0.0
784,BEL,2,2,2,6,1996,0.0,1.0,2.0,3.0,81.0,81.0,0.0
785,NGR,2,1,3,6,1996,0.0,3.0,1.0,4.0,84.0,84.0,0.0
786,PRK,2,1,2,5,1996,4.0,0.0,5.0,9.0,36.0,36.0,0.0
787,ALG,2,0,1,3,1996,1.0,0.0,1.0,2.0,47.0,47.0,0.0
788,ETH,2,0,1,3,1996,1.0,0.0,2.0,3.0,19.0,19.0,0.0
789,GBR,1,8,6,15,1996,5.0,3.0,12.0,20.0,391.0,391.0,0.0
790,BLR,1,6,8,15,1996,nan,nan,nan,nan,259.0,259.0,0.0
791,KEN,1,4,3,8,1996,2.0,4.0,2.0,8.0,54.0,54.0,0.0
792,JAM,1,3,2,6,1996,0.0,3.0,1.0,4.0,69.0,69.0,0.0
793,FIN,1,2,1,4,1996,1.0,2.0,2.0,5.0,105.0,105.0,0.0
794,YUG,1,1,2,4,1996,3.0,4.0,5.0,12.0,nan,nan,0.0
795,INA,1,1,2,4,1996,2.0,2.0,1.0,5.0,45.0,45.0,0.0
796,IRI,1,1,1,3,1996,0.0,1.0,2.0,3.0,18.0,18.0,0.0
797,SVK,1,1,1,3,1996,nan,nan,nan,nan,98.0,98.0,0.0
798,ARM,1,1,0,2,1996,nan,nan,nan,nan,38.0,38.0,0.0
799,CRO,1,1,0,2,1996,0.0,1.0,2.0,3.0,117.0,117.0,0.0
800,POR,1,0,1,2,1996,1.0,0.0,0.0,1.0,131.0,131.0,0.0
801,THA,1,0,1,2,1996,0.0,0.0,1.0,1.0,58.0,58.0,0.0
802,BDI,1,0,0,1,1996,nan,nan,nan,nan,7.0,7.0,0.0
803,CRC,1,0,0,1,1996,0.0,1.0,0.0,1.0,13.0,13.0,0.0
804,ECU,1,0,0,1,1996,nan,nan,nan,nan,28.0,28.0,0.0
805,HKG,1,0,0,1,1996,nan,nan,nan,nan,32.0,32.0,0.0
806,SYR,1,0,0,1,1996,0.0,1.0,0.0,1.0,8.0,8.0,0.0
807,ARG,0,2,1,3,1996,0.0,0.0,1.0,1.0,221.0,221.0,0.0
808,NAM,0,2,0,2,1996,0.0,2.0,0.0,2.0,10.0,10.0,0.0
809,SLO,0,2,0,2,1996,0.0,0.0,2.0,2.0,47.0,47.0,0.0
810,AUT,0,1,2,3,1996,0.0,2.0,0.0,2.0,92.0,92.0,0.0
811,MAS,0,1,1,2,1996,0.0,0.0,1.0,1.0,43.0,43.0,0.0
812,MDA,0,1,1,2,1996,nan,nan,nan,nan,50.0,50.0,0.0
813,UZB,0,1,1,2,1996,nan,nan,nan,nan,95.0,95.0,0.0
814,AZE,0,1,0,1,1996,nan,nan,nan,nan,24.0,24.0,0.0
815,BAH,0,1,0,1,1996,0.0,0.0,1.0,1.0,36.0,36.0,0.0
816,LAT,0,1,0,1,1996,0.0,2.0,1.0,3.0,55.0,55.0,0.0
817,PHI,0,1,0,1,1996,0.0,0.0,1.0,1.0,18.0,18.0,0.0
818,TGA,0,1,0,1,1996,nan,nan,nan,nan,5.0,5.0,0.0
819,TPE,0,1,0,1,1996,0.0,1.0,0.0,1.0,107.0,107.0,0.0
820,ZAM,0,1,0,1,1996,0.0,0.0,1.0,1.0,8.0,8.0,0.0
821,GEO,0,0,2,2,1996,nan,nan,nan,nan,42.0,42.0,0.0
822,MAR,0,0,2,2,1996,1.0,1.0,1.0,3.0,38.0,38.0,0.0
823,TTO,0,0,2,2,1996,1.0,0.0,0.0,1.0,16.0,16.0,0.0
824,IND,0,0,1,1,1996,1.0,0.0,0.0,1.0,54.0,54.0,0.0
825,ISR,0,0,1,1,1996,0.0,1.0,1.0,2.0,38.0,38.0,0.0
826,LTU,0,0,1,1,1996,1.0,0.0,1.0,2.0,81.0,81.0,0.0
827,MEX,0,0,1,1,1996,0.0,1.0,0.0,1.0,111.0,111.0,0.0
828,MGL,0,0,1,1,1996,0.0,0.0,2.0,2.0,18.0,18.0,0.0
829,MOZ,0,0,1,1,1996,nan,nan,nan,nan,3.0,3.0,0.0
830,PUR,0,0,1,1,1996,0.0,0.0,1.0,1.0,91.0,91.0,0.0
831,TUN,0,0,1,1,1996,0.0,1.0,0.0,1.0,52.0,52.0,0.0
832,UGA,0,0,1,1,1996,0.0,1.0,0.0,1.0,12.0,12.0,0.0
833,USA,37,24,32,93,2000,44.0,32.0,25.0,101.0,764.0,764.0,0.0
834,RUS,32,28,29,89,2000,26.0,21.0,16.0,63.0,602.0,602.0,0.0
835,CHN,28,16,14,58,2000,16.0,22.0,12.0,50.0,414.0,414.0,0.0
836,AUS,16,25,17,58,2000,9.0,9.0,23.0,41.0,788.0,788.0,0.0
837,GER,13,17,26,56,2000,20.0,18.0,27.0,65.0,567.0,567.0,0.0
838,FRA,13,14,11,38,2000,15.0,7.0,15.0,37.0,470.0,470.0,0.0
839,ITA,13,8,13,34,2000,13.0,10.0,12.0,35.0,457.0,457.0,0.0
840,NED,12,9,4,25,2000,4.0,5.0,10.0,19.0,285.0,285.0,0.0
841,CUB,11,11,7,29,2000,9.0,8.0,8.0,25.0,271.0,271.0,0.0
842,GBR,11,10,7,28,2000,1.0,8.0,6.0,15.0,415.0,415.0,0.0
843,ROU,11,6,9,26,2000,4.0,7.0,9.0,20.0,252.0,252.0,0.0
844,KOR,8,10,10,28,2000,7.0,15.0,5.0,27.0,359.0,359.0,0.0
845,HUN,8,6,3,17,2000,7.0,4.0,10.0,21.0,238.0,238.0,0.0
846,POL,6,5,3,14,2000,7.0,5.0,5.0,17.0,240.0,240.0,0.0
847,JPN,5,8,5,18,2000,3.0,6.0,5.0,14.0,363.0,363.0,0.0
848,BUL,5,6,2,13,2000,3.0,7.0,5.0,15.0,150.0,150.0,0.0
849,GRE,4,6,3,13,2000,4.0,4.0,0.0,8.0,175.0,175.0,0.0
850,SWE,4,5,3,12,2000,2.0,4.0,2.0,8.0,198.0,198.0,0.0
851,NOR,4,3,3,10,2000,2.0,2.0,3.0,7.0,115.0,115.0,0.0
852,ETH,4,1,3,8,2000,2.0,0.0,1.0,3.0,27.0,27.0,0.0
853,UKR,3,10,10,23,2000,9.0,2.0,12.0,23.0,368.0,368.0,0.0
854,KAZ,3,4,0,7,2000,3.0,4.0,4.0,11.0,158.0,158.0,0.0
855,BLR,3,3,11,17,2000,1.0,6.0,8.0,15.0,231.0,231.0,0.0
856,CAN,3,3,8,14,2000,3.0,11.0,8.0,22.0,422.0,422.0,0.0
857,ESP,3,3,5,11,2000,5.0,6.0,6.0,17.0,431.0,431.0,0.0
